car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Noah X NON HYBRID READY 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Octane",2000,45310 km,Rs 2950000
Toyota TownAce Ambulance 2015,Toyota,TownAce,2015,Automatic,MPV,"Petrol, Octane",1500,27420 km,Rs 930000
Toyota Hiace DX AMBULANCE TRH2000 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,65000 km,Rs 1490000
Toyota Hiace DX GL TRH200 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,87000 km,Rs 2320000
Toyota Hiace SUPER GL PUSH POINT4 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,48000 km,Rs 3100000
Toyota Hiace SUPER GL TWO DOOR PW 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,72330 km,Rs 3280000
Toyota Hiace SUPER GL 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,31457 km,Rs 2900000
Toyota Hiace DX-PW SILVER 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,88515 km,Rs 2350000
Toyota Hiace [ Super GL DUAL AC ] 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,42185 km,Rs 2850000
Toyota Hiace [GL DUAL A/C .TRH.] 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,39718 km,Rs 2300000
Toyota Hiace GL DUAL A/C .TRH. 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,46810 km,Rs 2300000
Toyota Hiace Super GL DUAL AC TRH 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,39807 km,Rs 2850000
Toyota Hiace Super GL DUAL AC TRH 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,43108 km,Rs 2950000
Toyota Hiace SUPER GL DUAL AC.... 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,43107 km,Rs 2950000
Toyota Hiace GL DUAL AC 2016,Toyota,Hiace,2016,Automatic,MPV,"Petrol, Octane",2000,65214 km,Rs 2280000
Toyota Noah G PKG PUSH HYBRID 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",2000,77000 km,Rs 3000000
Toyota Noah HYBRID 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",1800,35874 km,Rs 2600000
Toyota Noah HYBRID 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",1800,35210 km,Rs 2500000
Toyota Noah X Delight Plus Ed. 2016,Toyota,Noah,2016,Automatic,MPV,"Petrol, Octane",2000,88700 km,Rs 3340000
Toyota Hiace SUPER GL TWO DOOR PW 2017,Toyota,Hiace,2017,Automatic,MPV,"Petrol, Octane",2000,90194 km,Rs 3379999
Toyota Hiace SUPER GL TWO DOOR PW 2017,Toyota,Hiace,2017,Automatic,MPV,"Petrol, Octane",2000,64820 km,Rs 3390000
Toyota Fielder 2014,Toyota,Fielder,2014,Automatic,null,"Petrol, Octane",1500,34544 km,Rs 1499000
Toyota Premio 2016,Toyota,Premio,2016,Automatic,null,"Petrol, Octane",1500,25421 km,Rs 3250000
Toyota Allion G-EDITION SOFT TACH 2002,Toyota,Allion,2002,Automatic,Saloon,"Petrol, Octane",1500,85271 km,Rs 1065000
Toyota Corolla New Shape 2004,Toyota,Corolla,2004,Automatic,Saloon,"Petrol, Octane",1500,79500 km,Rs 940000
Nissan Cefiro Used 2006,Nissan,Cefiro,2006,Automatic,Saloon,"Petrol, Octane",2000,2400 km,Rs 1050000
Toyota Allion TRD edition 2011,Toyota,Allion,2011,Automatic,Saloon,"Petrol, Octane",1500,35689 km,Rs 1800000
Mercedes-Benz E 250 CGI AMG PENAROMIC 2011,Mercedes-Benz,E 250,2011,Automatic,Saloon,"Petrol, Octane",1800,29000 km,Rs 4950000
Toyota Axio G PUSH LTD EDITION 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, Octane",1500,56000 km,Rs 1420000
Toyota Axio X-HID 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, Octane",150,55000 km,Rs 1375000
Toyota Premio G Superior 2012,Toyota,Premio,2012,Automatic,Saloon,"Petrol, Octane",1500,60000 km,Rs 2090000
Toyota Axio oction 2014,Toyota,Axio,2014,Automatic,Saloon,"Petrol, Octane",1500,36000 km,Rs 1498000
Toyota Fielder X NON HYBRID 2014,Toyota,Fielder,2014,Automatic,Saloon,"Petrol, Octane",1500,45210 km,Rs 1549000
Toyota Premio S GRADE F-EX PKG 2014,Toyota,Premio,2014,Automatic,Saloon,"Petrol, Octane",1500,32131 km,Rs 2280000
Toyota Premio F 2014,Toyota,Premio,2014,Automatic,Saloon,"Petrol, Octane",1500,23000 km,Rs 2370000
Toyota Probox DX 2014,Toyota,Probox,2014,Automatic,Saloon,"Petrol, Octane",1500,36420 km,Rs 1250000
Toyota Allion A-15 Old Shape 2015,Toyota,Allion,2015,Automatic,Saloon,"Petrol, Octane",1500,46321 km,Rs 2340000
Toyota Axio g push start 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Octane",1500,55000 km,Rs 1850000
Toyota Axio NON HYBRID 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Octane",1500,28420 km,Rs 1700000
Toyota Axio G NON HYBRID OFFER 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Octane",1500,26014 km,Rs 1900000
Toyota Premio EX PACKAGE G SUPER 2015,Toyota,Premio,2015,Automatic,Saloon,"Petrol, Octane",1500,49697 km,Rs 2370000
Jaguar XJ SUNROOF XJL BIGGEST 2015,Jaguar,XJ,2015,Automatic,Saloon,"Petrol, Octane",2000,13500 km,Rs 9900000
Toyota Allion A15 NEWSHAP POINT3-5 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,19000 km,Rs 2630000
Toyota Allion G PLUS 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,26587 km,Rs 2900000
Toyota Allion G LED 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,28136 km,Rs 3150000
Toyota Allion G PLUS LED Pearl 2016,Toyota,Allion,2016,Automatic,Saloon,"Petrol, Octane",1500,8973 km,Rs 2980000
Mazda Axela Non Hybrid S 2016,Mazda,Axela,2016,Automatic,Saloon,"Petrol, Octane",1500,40000 km,Rs 2250000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Octane",1500,33510 km,Rs 1650000
Toyota Axio [ NON HYBRID X ] ... 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Octane",1500,34560 km,Rs 1700000
Toyota Premio F EX NEW SH POINT-4 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,6806 km,Rs 3185000
Toyota Premio FL .... 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,34560 km,Rs 2800000
Toyota Premio FL .... 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,38450 km,Rs 2750000
Toyota Premio FL LED PKG 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,12900 km,Rs 3280000
Toyota Premio FL Package 2016,Toyota,Premio,2016,Automatic,Saloon,"Petrol, Octane",1500,27189 km,Rs 2850000
Toyota Allion G LED PKG NEW SHAPE 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,34713 km,Rs 3040000
Toyota Allion A15 PKG WHITE 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,20000 km,Rs 2690000
Toyota Allion G Led 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,32891 km,Rs 3280000
Toyota Allion G LED 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,60000 km,Rs 3250000
Toyota Allion A15 LED EDITION 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,3078 km,Rs 2800000
Toyota Allion G LTD BEIGE INT 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,7100 km,Rs 2940000
Toyota Allion G package 2017,Toyota,Allion,2017,Automatic,Saloon,"Petrol, Octane",1500,27165 km,Rs 2850000
Toyota Premio FEX G SUPERIOR 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,28987 km,Rs 3080000
Toyota Premio S GRADE FEX PACKAGE 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,24000 km,Rs 3100000
Toyota Premio F EX NEWSHAPPOINT4-5 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,99140 km,Rs 3285000
Toyota Premio F NEW SHAPEPOINT-4 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,25204 km,Rs 2795000
Toyota Premio FL PACKAGE READY 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,10890 km,Rs 2980000
Toyota Premio F-EX 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,35210 km,Rs 3250000
Toyota Premio FL SMART START 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,24000 km,Rs 3090000
Toyota Premio F EX PKG LED 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Octane",1500,66100 km,Rs 3320000
Toyota Allion G LED PKG NEW SHAPE 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,20000 km,Rs 3100000
Toyota Allion GPKG NEW SHAPE PT4-5 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,40300 km,Rs 2980000
Toyota Allion G PACKAGE BLACK 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,32000 km,Rs 3120000
Toyota Allion G SMART START WINE 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,21000 km,Rs 3210000
Toyota Allion G LTD W/St 2018,Toyota,Allion,2018,Automatic,Saloon,"Petrol, Octane",1500,37873 km,Rs 2970000
Toyota Harrier PROGRESS NON HYBRID 2018,Toyota,Harrier,2018,Automatic,Saloon,"Petrol, Octane",2000,11000 km,Rs 8280000
Toyota Prado TXL AUTO FOOT STEP 2018,Toyota,Prado,2018,Automatic,Saloon,"Petrol, Octane",2700,43000 km,Rs 13650000
"Toyota Premio F-EX PKG, RED WINE 2018",Toyota,Premio,2018,Automatic,Saloon,"Petrol, Octane",1500,43000 km,Rs 3650000
Toyota Premio F- EX Mica Blue 2018,Toyota,Premio,2018,Automatic,Saloon,"Petrol, Octane",1500,31542 km,Rs 3650000
Toyota Premio F-EX READY STOCK 2018,Toyota,Premio,2018,Automatic,Saloon,"Petrol, Octane",1500,39510 km,Rs 3580000
Toyota Premio F EX PKG LED 2018,Toyota,Premio,2018,Automatic,Saloon,"Petrol, Octane",1500,10370 km,Rs 3630000
Toyota Allion G PLUS Brand New 2019,Toyota,Allion,2019,Automatic,Saloon,"Petrol, Octane",1500,5000 km,Rs 3575000
Toyota Premio FEX 2019,Toyota,Premio,2019,Automatic,Saloon,"Petrol, Octane",1500,11295 km,Rs 3720000
Toyota Premio FEX PACKAGE PEARL 2019,Toyota,Premio,2019,Automatic,Saloon,"Petrol, Octane",1500,5000 km,Rs 3725000
Toyota Hilux Surf Cary Boy 1995,Toyota,Hilux,1995,Automatic,SUV / 4x4,"Petrol, Octane",2000,105000 km,Rs 900000
Lexus Harrier Jeep 1999,Lexus,Harrier,1999,Automatic,SUV / 4x4,"Petrol, Octane",2000,79000 km,Rs 980000
Toyota Harrier lexus 2002,Toyota,Harrier,2002,Automatic,SUV / 4x4,"Petrol, Octane",2400,69000 km,Rs 1750000
Toyota Prado SUNROOF 8SEAT OIL 2003,Toyota,Prado,2003,Automatic,SUV / 4x4,"Petrol, Octane",2700,56980 km,Rs 2950000
Toyota RAV4 Used 2004,Toyota,RAV4,2004,Automatic,SUV / 4x4,"Petrol, Octane",1800,65000 km,Rs 1550000
Toyota RAV4 very nice condition 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"Petrol, Octane",2400,37318 km,Rs 1750000
Toyota RAV4 . 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"Petrol, Octane",2400,86000 km,Rs 1590000
Lexus Harrier 3part SUNROOF 2007,Lexus,Harrier,2007,Automatic,SUV / 4x4,"Petrol, Octane",2400,62000 km,Rs 2400000
Hyundai Tucson MOONROOF LEATHER 2010,Hyundai,Tucson,2010,Automatic,SUV / 4x4,"Petrol, Octane",2000,46569 km,Rs 1600000
Toyota Prado BEIGE INTERIOR LTD 2011,Toyota,Prado,2011,Automatic,SUV / 4x4,"Petrol, Octane",2700,26369 km,Rs 6650000
Audi Q5 Quottro 2011,Audi,Q5,2011,Automatic,SUV / 4x4,"Petrol, Octane",2000,21245 km,Rs 5500000
Hyundai Tucson GLASS SUNROOF 2011,Hyundai,Tucson,2011,Automatic,SUV / 4x4,"Petrol, Octane",2000,29698 km,Rs 1500000
Honda CR-V Over Fresh 2012,Honda,CR-V,2012,Automatic,SUV / 4x4,"Petrol, Octane",2000,44428 km,Rs 2950000
Toyota Harrier PREMIUM PACKAGE 2013,Toyota,Harrier,2013,Automatic,SUV / 4x4,"Petrol, Octane",2000,28456 km,Rs 4500000
Toyota Harrier Bluish Green Colour 2013,Toyota,Harrier,2013,Automatic,SUV / 4x4,"Petrol, Octane",2000,44231 km,Rs 4100000
Toyota Prado 2018 FACELIFTED ☀ 2014,Toyota,Prado,2014,Automatic,SUV / 4x4,"Petrol, Octane",2700,24565 km,Rs 7350000
Honda Vezel S.This Attractive 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,"Petrol, Octane",1500,22908 km,Rs 2250000
Toyota Harrier Advance Premium 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,"Petrol, Octane",2000,36058 km,Rs 5500000
Toyota Prado Auto wing foot Step 2015,Toyota,Prado,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,17968 km,Rs 9500000
Toyota Prado TX Land Cruiser 2015,Toyota,Prado,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,33016 km,Rs 8950000
Toyota Prado TX Land Cruiser 2015,Toyota,Prado,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,39056 km,Rs 9000000
Toyota Prado LIMITED TX-L EDITION 2015,Toyota,Prado,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,29541 km,Rs 9200000
Toyota Harrier ADV PREMIUM NON HV 2016,Toyota,Harrier,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,22300 km,Rs 6599000
Toyota Harrier ADV PREMIUM NON HV 2016,Toyota,Harrier,2016,Automatic,SUV / 4x4,"Petrol, Octane",2490,22596 km,Rs 6649000
Toyota Hiace [ GL DUAL AC TRH ] . 2016,Toyota,Hiace,2016,Automatic,SUV / 4x4,"Petrol, Octane",1500,44560 km,Rs 2300000
Toyota Hiace GL DUAL AC TRH ... 2016,Toyota,Hiace,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,34560 km,Rs 2300000
Toyota Hiace SUPER GL . DUAL AC 2016,Toyota,Hiace,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,34560 km,Rs 2900000
Toyota Hiace SUPER GL DUAL .A/C.. 2016,Toyota,Hiace,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,35640 km,Rs 2850000
Range Rover CityRover R dynamic HSE.2.0 2017,Range Rover,CityRover,2017,Automatic,SUV / 4x4,"Petrol, Octane",2000,90000 km,Rs 7600000
Nissan X-Trail 20.X 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Octane",2000,30214 km,Rs 4000000
Toyota Harrier Progress 2018,Toyota,Harrier,2018,Automatic,SUV / 4x4,"Petrol, Octane",2500,38451 km,Rs 7850000
Toyota Harrier PROGRESS-METAL BLACK 2018,Toyota,Harrier,2018,Automatic,SUV / 4x4,"Petrol, Octane",2000,44616 km,Rs 8350000
Honda CR-V 7Seat 2020,Honda,CR-V,2020,Automatic,SUV / 4x4,"Petrol, Octane",1500,509 km,Rs 6200000
Toyota Noah X G Package 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, Octane, LPG",2000,78990 km,Rs 999000
Toyota Corolla X 2005,Toyota,Corolla,2005,Automatic,Saloon,"Petrol, Octane, LPG",1300,85000 km,Rs 850000
Toyota Premio F 2013,Toyota,Premio,2013,Automatic,Saloon,"Petrol, Octane, LPG",1500,59000 km,Rs 2180000
Toyota Alphard 2006,Toyota,Alphard,2008,Automatic,MPV,"Petrol, Octane, Other fuel type",2362,206693 km,Rs 3000000
Suzuki Swift RS_PKG_BLACK 2014,Suzuki,Swift,2014,Manual,Hatchback,"Petrol, Other fuel type",1200,67000 km,Rs 1500000
Suzuki Swift RS_PKG_GRAY 2014,Suzuki,Swift,2014,Manual,Hatchback,"Petrol, Other fuel type",1200,129000 km,Rs 1500000
