car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Nissan X-Trail Diesel Driven 2011,Nissan,X-Trail,2011,Automatic,SUV / 4x4,Diesel,2000,194000 km,Rs 2125000
Toyota Land Cruiser V8 DIESEL RUNS 2014,Toyota,Land Cruiser,2014,Automatic,SUV / 4x4,Diesel,4500,37609 km,Rs 14900000
Ford Eco Sport মেনুয়াল গিয়ার 2015,Ford,Eco Sport,2015,Automatic,SUV / 4x4,Diesel,1500,77000 km,Rs 1810000
Toyota Land Cruiser V8 2015,Toyota,Land Cruiser,2015,Automatic,SUV / 4x4,Diesel,4500,36036 km,Rs 16000000
SsangYong Sunroof 2015,SsangYong,Other Model,2015,Automatic,SUV / 4x4,Diesel,2000,32122 km,Rs 3000000
SsangYong Kyron 2015,SsangYong,Kyron,2016,Automatic,SUV / 4x4,Diesel,2000,17252 km,Rs 2450000
Mahindra option auto 2017,Mahindra,Other Model,2017,Manual,SUV / 4x4,Diesel,1500,55000 km,Rs 1550000
Toyota Hiace GL 2016,Toyota,Hiace,2016,Automatic,MPV,"Diesel, Petrol",2000,43634 km,Rs 2300000
Toyota Axio X HYBRID SILVER 4 2015,Toyota,Axio,2015,Automatic,Estate,Hybrid,1500,65000 km,Rs 1590000
Toyota Fielder G Push Silver 3.5 2015,Toyota,Fielder,2015,Automatic,Estate,Hybrid,1500,86000 km,Rs 1730000
Toyota Fielder X Hybrid Black NS 4 2015,Toyota,Fielder,2015,Automatic,Estate,Hybrid,1500,85000 km,Rs 1680000
Toyota Fielder G PUSH LED BLACK 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,58000 km,Rs 2180000
Toyota Fielder WXB 4.5 POINT 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,77000 km,Rs 2180000
Toyota Fielder WXB Hybrid 4.5 Point 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,35000 km,Rs 2170000
Toyota Fielder WXB HYBRID PEARL 4.5 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,49000 km,Rs 2160000
Toyota Fielder WXB HYBRID WINE 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,75000 km,Rs 2190000
Toyota Fielder x Hid 4 point 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,94000 km,Rs 1800000
Toyota Harrier premium. package 2016,Toyota,Harrier,2016,Automatic,Estate,Hybrid,2500,80000 km,Rs 6100000
Toyota Prius ALPHA G TURING 2016,Toyota,Prius,2016,Automatic,Estate,Hybrid,1800,39000 km,Rs 3100000
Toyota Aqua hybrid 2010,Toyota,Aqua,2010,Automatic,Hatchback,Hybrid,1500,48650 km,Rs 1150000
Toyota Fielder G Aero Tourer Hybrid 2013,Toyota,Fielder,2013,Automatic,Hatchback,Hybrid,1500,35000 km,Rs 2050000
Toyota Aqua hybrid 2014,Toyota,Aqua,2014,Automatic,Hatchback,Hybrid,1500,74521 km,Rs 1350000
Toyota Fielder G hybrid/push start 2014,Toyota,Fielder,2014,Automatic,Hatchback,Hybrid,1500,50000 km,Rs 1620000
Toyota Aqua Hybrid S PUSH START 2015,Toyota,Aqua,2015,Automatic,Hatchback,Hybrid,1500,50200 km,Rs 1480000
Toyota Aqua Hybrid S SMART ENTRY 2015,Toyota,Aqua,2015,Automatic,Hatchback,Hybrid,1500,54000 km,Rs 1430000
Toyota Aqua Hybrid GG'S 2016,Toyota,Aqua,2016,Automatic,Hatchback,Hybrid,1500,50500 km,Rs 1750000
Toyota Aqua Gs 2016,Toyota,Aqua,2016,Automatic,Hatchback,Hybrid,1500,40000 km,Rs 1920000
Toyota Fielder G Hybrid 2016,Toyota,Fielder,2016,Automatic,Hatchback,Hybrid,1500,35000 km,Rs 1950000
Toyota Prius PREMIUM TOURING 2016,Toyota,Prius,2016,Automatic,Hatchback,Hybrid,1800,37000 km,Rs 2750000
"Toyota Esquire GI, HYBRID 2016",Toyota,Esquire,2016,Automatic,MPV,Hybrid,1800,34300 km,Rs 3175000
"Toyota Esquire GI, HYBRID 2016",Toyota,Esquire,2016,Automatic,MPV,Hybrid,1800,35000 km,Rs 3140000
Toyota Noah ESQUIRE GI BLACK 2016,Toyota,Noah,2016,Automatic,MPV,Hybrid,1800,77000 km,Rs 3250000
Toyota Esquire HYBRID GI PREMIUM 2017,Toyota,Esquire,2017,Automatic,MPV,Hybrid,1800,81000 km,Rs 3970000
Toyota Noah Esquire Black GI 2017,Toyota,Noah,2017,Automatic,MPV,Hybrid,1800,43000 km,Rs 4120000
Toyota Axio hybrid 2014,Toyota,Axio,2014,Automatic,Saloon,Hybrid,1500,60000 km,Rs 1450000
Honda Grace EX 2014,Honda,Grace,2014,Automatic,Saloon,Hybrid,1500,35000 km,Rs 1999999
Toyota Axio X GRADE HYBRID KEY 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,99000 km,Rs 1800000
Toyota Axio Hybrid 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,51000 km,Rs 1650000
Toyota Axio Hybrid New Shape 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,50000 km,Rs 1650000
Toyota Axio X Hybrid new 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,39089 km,Rs 1510000
Toyota Allion MICA BLUE G LED 2016,Toyota,Allion,2016,Automatic,Saloon,Hybrid,1500,28000 km,Rs 3150000
Mazda Axela S hybrid 2016,Mazda,Axela,2016,Automatic,Saloon,Hybrid,1500,68000 km,Rs 2250000
Toyota Axio Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,Hybrid,1500,71000 km,Rs 1850000
"Toyota Axio G PEARL, HYBRID 2016",Toyota,Axio,2016,Automatic,Saloon,Hybrid,1500,36800 km,Rs 1975000
Honda Grace EX 4.5 POINT 2016,Honda,Grace,2016,Automatic,Saloon,Hybrid,1500,52000 km,Rs 2450000
Honda Grace HYBRID LX 2016,Honda,Grace,2016,Automatic,Saloon,Hybrid,1500,34703 km,Rs 1950000
Toyota Prius S TOURING 2016,Toyota,Prius,2016,Automatic,Saloon,Hybrid,1800,900000 km,Rs 2660000
Toyota Prius HYB S Safety Sence 2016,Toyota,Prius,2016,Automatic,Saloon,Hybrid,1800,45000 km,Rs 2300000
Honda Grace DX 2017,Honda,Grace,2017,Automatic,Saloon,Hybrid,1500,30662 km,Rs 2050000
Honda CR-Z Sports 2014,Honda,CR-Z,2014,Automatic,SUV / 4x4,Hybrid,1500,17000 km,Rs 1750000
Nissan X-Trail Hybrid EBP 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Hybrid,2000,39000 km,Rs 3650000
Nissan X-Trail mode premium/4.5 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Hybrid,2000,30000 km,Rs 3920000
Toyota C-HR G LED RED Wine 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1500,55000 km,Rs 3200000
Toyota C-HR G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1800,48000 km,Rs 3150000
Toyota C-HR G led 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1800,86000 km,Rs 3200000
Toyota C-HR Hybrid G-LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,Hybrid,1800,30000 km,Rs 3150000
Toyota Harrier Non Hybrid ADV.PRM 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,Hybrid,2000,25000 km,Rs 7200000
Toyota Harrier Hybrid Progress ML 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,Hybrid,2500,20000 km,Rs 7300000
Toyota Harrier hybrid/PROGRESS 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,Hybrid,2500,33000 km,Rs 7250000
Nissan X-Trail EBP BROWN 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,Hybrid,2000,33000 km,Rs 4550000
Nissan X-Trail MODE PREMIER 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,Hybrid,2000,20000 km,Rs 4250000
Nissan X-Trail Black/sunroof 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,Hybrid,2000,57000 km,Rs 4430000
Toyota Harrier PROGRESS METAL 2018,Toyota,Harrier,2018,Automatic,SUV / 4x4,Hybrid,2500,21000 km,Rs 7900000
Nissan X-Trail HYBRID BLACK COLOR 2018,Nissan,X-Trail,2018,Automatic,SUV / 4x4,Hybrid,2000,45000 km,Rs 4570000
Toyota Axio Fielder Hybrid 2013,Toyota,Axio,2013,Automatic,Estate,"Hybrid, Octane",1500,86215 km,Rs 1470000
Toyota Corolla FIELDER G LED LTD 2015,Toyota,Corolla,2015,Automatic,Estate,"Hybrid, Octane",1500,34333 km,Rs 1870000
Toyota Noah G Hyb Base. sit 2016,Toyota,Noah,2016,Automatic,Estate,"Hybrid, Octane",1800,77000 km,Rs 3050000
"Toyota Aqua TRD,G PUSH 2012",Toyota,Aqua,2012,Automatic,Hatchback,"Hybrid, Octane",1500,29950 km,Rs 1125000
Toyota Aqua G Super fresh 2013,Toyota,Aqua,2013,Automatic,Hatchback,"Hybrid, Octane",1500,42000 km,Rs 1185000
Toyota Aqua — G ’GS Model 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Hybrid, Octane",1500,75104 km,Rs 1730000
Toyota Fielder HYBRID .. x ... 2016,Toyota,Fielder,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560 km,Rs 1620000
Toyota Fielder HYBRID .. x ... 2016,Toyota,Fielder,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560 km,Rs 1620000
Toyota Fielder X.HYBRID * 2016,Toyota,Fielder,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560 km,Rs 1620000
Toyota Prius S ... 2016,Toyota,Prius,2016,Automatic,Hatchback,"Hybrid, Octane",1800,34560 km,Rs 2100000
Toyota Noah Esquire.. Hybrid 2014,Toyota,Noah,2014,Automatic,MPV,"Hybrid, Octane",1797,53535 km,Rs 2545000
Toyota Alphard Executive Lounge— 2015,Toyota,Alphard,2015,Automatic,MPV,"Hybrid, Octane",2500,37856 km,Rs 8600000
Toyota Esquire g.i. প্রিমিয়াম 2015,Toyota,Esquire,2015,Automatic,MPV,"Hybrid, Octane",1800,85000 km,Rs 2750000
Toyota Esquire Black Gi Premium 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,52000 km,Rs 3230000
Toyota Esquire [ XI- HYBRID ] 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,30718 km,Rs 2750000
Toyota Esquire XI- HYBRID 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,43107 km,Rs 2750000
Toyota Esquire GI 2016,Toyota,Esquire,2016,Automatic,MPV,"Hybrid, Octane",1800,45214 km,Rs 2850000
Toyota Noah [ X HYBRID ] .. 2016,Toyota,Noah,2016,Automatic,MPV,"Hybrid, Octane",1800,34175 km,Rs 2560000
Toyota Noah HYBRID X 2016,Toyota,Noah,2016,Automatic,MPV,"Hybrid, Octane",1800,30724 km,Rs 2500000
Toyota Esquire Gi Premium Pearl 2017,Toyota,Esquire,2017,Automatic,MPV,"Hybrid, Octane",1800,25608 km,Rs 3845000
Toyota Noah Purple WXB 2017,Toyota,Noah,2017,Automatic,MPV,"Hybrid, Octane",1800,62543 km,Rs 3180000
Toyota Aqua G Edition 2013,Toyota,Aqua,2013,Automatic,Saloon,"Hybrid, Octane",1500,52000 km,Rs 1120000
Toyota Axio Hybrid G. SP. EDT 2013,Toyota,Axio,2013,Automatic,Saloon,"Hybrid, Octane",1500,36000 km,Rs 1480000
Toyota Axio Hybrid G 2013,Toyota,Axio,2013,Automatic,Saloon,"Hybrid, Octane",1500,29550 km,Rs 1455000
Toyota Prius Gs Sports 2013,Toyota,Prius,2013,Automatic,Saloon,"Hybrid, Octane",1800,47000 km,Rs 1680000
Toyota Axio G hi brit loan 2014,Toyota,Axio,2014,Automatic,Saloon,"Hybrid, Octane",1500,41000 km,Rs 850000
Toyota Axio X Sliver Hybrid 2014,Toyota,Axio,2014,Automatic,Saloon,"Hybrid, Octane",1500,81304 km,Rs 1490000
Toyota Camry G SUNROOF 2014,Toyota,Camry,2014,Automatic,Saloon,"Hybrid, Octane",2500,20000 km,Rs 4300000
Honda Grace EX PKG 2014,Honda,Grace,2014,Automatic,Saloon,"Hybrid, Octane",1500,45243 km,Rs 1650000
Honda Vezel hybrid 2014,Honda,Vezel,2014,Automatic,Saloon,"Hybrid, Octane",1500,51000 km,Rs 1860000
Toyota Aqua hybrid 2015,Toyota,Aqua,2015,Automatic,Saloon,"Hybrid, Octane",1500,32420 km,Rs 1350000
Toyota Axio New Shape 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,36000 km,Rs 1650000
Toyota Axio X Hybrid 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,28889 km,Rs 1580000
Toyota Axio [ HYBRID -.. X ] 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,38172 km,Rs 1520000
Toyota Axio [ HYBRID X ] .. 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560 km,Rs 1520000
Toyota Axio [.HYBRID X.] 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,43107 km,Rs 1520000
Toyota Axio HYBRID [ X ] ... 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560 km,Rs 1530000
Toyota Axio X- HYBRID 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,37091 km,Rs 1520000
Toyota Axio X.HYBRID..... 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,34550 km,Rs 1520000
Toyota Axio WHITE 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",1500,49521 km,Rs 1690000
Toyota Axio SILVER 2015,Toyota,Axio,2015,Automatic,Saloon,"Hybrid, Octane",2015,90238 km,Rs 1710000
Honda Grace EX PACKAGE 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,28700 km,Rs 1795000
Honda Grace LED HYBRID 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,49000 km,Rs 1990000
Honda Grace EX DHAKA READY 2015,Honda,Grace,2015,Automatic,Saloon,"Hybrid, Octane",1500,38000 km,Rs 2000000
Toyota Axio New Shape 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,56000 km,Rs 1800000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,131000 km,Rs 1829995
Toyota Axio [ .X..-..HYBRID ] 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704 km,Rs 1620000
Toyota Axio [ HYBRID X ] .. 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,34560 km,Rs 1620000
Toyota Axio HYBRID X 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,31804 km,Rs 1620000
Toyota Axio X - HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Hybrid, Octane",1500,34072 km,Rs 1620000
Honda Grace Adorable Red 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,27000 km,Rs 2400000
Honda Grace [ ...EX... ] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704 km,Rs 1920000
Honda Grace [ DX ] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,31720 km,Rs 1650000
Honda Grace [. EX .] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,37150 km,Rs 1920000
Honda Grace [..DX..] 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,34182 km,Rs 1650000
Honda Grace DX 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,34450 km,Rs 1650000
Honda Grace Dx/Black 2016,Honda,Grace,2016,Automatic,Saloon,"Hybrid, Octane",1500,50358 km,Rs 1895000
"Toyota Prius S TOURING PKG, 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,88000 km,Rs 2650000
"Toyota Prius S TOURING PKG, BLACK 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,100000 km,Rs 2650000
"Toyota Prius Sun Roof, Pearl 2016",Toyota,Prius,2016,Automatic,Saloon,"Hybrid, Octane",1800,54000 km,Rs 2800000
Honda Grace Beauty Queen 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,28000 km,Rs 2630000
Honda Grace New Shape Grey 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,23000 km,Rs 2450000
Honda Grace Ex sensing/Red 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,32463 km,Rs 2570000
Honda Grace EX.... 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,34520 km,Rs 2320000
Honda Grace PEARL 2017,Honda,Grace,2017,Automatic,Saloon,"Hybrid, Octane",1500,14939 km,Rs 2650000
Honda Grace BEAUTiFUL UNIT 2018,Honda,Grace,2018,Automatic,Saloon,"Hybrid, Octane",1500,25000 km,Rs 2650000
Honda Vezel GRADE 4.5 HYBRID 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,45100 km,Rs 1900000
Lexus NX 300H FABULOUS RED 2015,Lexus,NX,2015,Automatic,SUV / 4x4,"Hybrid, Octane",2500,35120 km,Rs 7650000
Toyota Esquire [ HYBRID GI ] ... 2016,Toyota,Esquire,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34560 km,Rs 2980000
Toyota Esquire GI HYBRID. 2016,Toyota,Esquire,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450 km,Rs 2980000
Toyota Harrier HYB ADV PREMIUM 360 2016,Toyota,Harrier,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2500,39157 km,Rs 5300000
Toyota Noah [ G HYBRID ] ... 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450 km,Rs 2750000
Toyota Noah [ HYBRID - X ] .. 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34560 km,Rs 2550000
Toyota Noah X.HYBRID 2016,Toyota,Noah,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450 km,Rs 2580000
Mitsubishi Outlandar Pearl G LED 2016,Mitsubishi,Outlandar,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,18000 km,Rs 4680000
Honda Vezel HYBRID . Z ... 2016,Honda,Vezel,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1500,34560 km,Rs 2650000
Nissan X-Trail [ HYBRID - EMBP ] .. 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,36550 km,Rs 3450000
Nissan X-Trail [ HYBRID - EMBP ] .> 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,35650 km,Rs 3450000
"Toyota C-HR G LED PKG, BLACK 2017",Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,44600 km,Rs 3400000
"Toyota C-HR G LED PKG, GRAY T.T 2017",Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,66768 km,Rs 3250000
Toyota C-HR Hybrid 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,34563 km,Rs 2750000
Toyota C-HR Black G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,20005 km,Rs 3080005
Toyota C-HR BOOST Impulse G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,19005 km,Rs 3280005
Toyota C-HR Modellista G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,22000 km,Rs 3250000
"Toyota C-HR G LED PKG, GRAY 2018",Toyota,C-HR,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1800,65894 km,Rs 3400000
Nissan X-Trail HYBRID 2018,Nissan,X-Trail,2018,Automatic,SUV / 4x4,"Hybrid, Octane",2000,21817 km,Rs 4300000
"Nissan X-Trail Pro Pilot Grade 4,5 2018",Nissan,X-Trail,2018,Automatic,SUV / 4x4,"Hybrid, Octane",2000,31900 km,Rs 4642000
Toyota Fielder WXB HYBRID 2015,Toyota,Fielder,2015,Automatic,Saloon,"Hybrid, Octane, LPG",1500,24987 km,Rs 1950000
Toyota Fielder Brown G Pkg Hybrid 2014,Toyota,Fielder,2014,Automatic,Estate,"Hybrid, Octane",1500,109000 km,Rs 1750000
Toyota Fielder HYBRID G WxB BLACK 2014,Toyota,Fielder,2014,Automatic,Estate,"Hybrid, Octane",1500,84000 km,Rs 1750000
Toyota Aqua S_PKG_HYBRID_ORANGE 2014,Toyota,Aqua,2014,Automatic,Hatchback,"Hybrid, Octane",1500,136000 km,Rs 1350000
Toyota Prius Red S Touring Hybrid 2016,Toyota,Prius,2016,Automatic,Hatchback,"Hybrid, Octane",1800,79000 km,Rs 2700000
Honda Grace EX PKG SILVER MUGEN 2014,Honda,Grace,2014,Automatic,Saloon,"Hybrid, Octane",1500,32000 km,Rs 2000000
Toyota Premio Pearl_FL_New_Shape 2017,Toyota,Premio,2017,Automatic,Saloon,"Hybrid, Octane",1500,44000 km,Rs 3150000
Honda Vezel Z Pkg Hybrid WIne 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,55000 km,Rs 2600000
Honda Vezel BLACK_Z_STYLE_HYBRID 2015,Honda,Vezel,2015,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47000 km,Rs 2750000
Mitsubishi Lancer GLX 2006,Mitsubishi,Lancer,2006,Automatic,Saloon,LPG,1500,105000 km,Rs 755000
Honda S660 Turbo Charged 2015,Honda,S660,2015,Automatic,Convertible,Octane,660,10900 km,Rs 1850000
Nissan X-Trail Sunroof. 2016,Nissan,X-Trail,2016,Automatic,Convertible,Octane,1500,67000 km,Rs 4670000
Mazda RX-8 Sports Car 2005,Mazda,RX-8,2005,Automatic,Coupé/Sports,Octane,1300,25010 km,Rs 1550000
Toyota Land Cruiser 4WD 1995,Toyota,Land Cruiser,1995,Manual,Estate,Octane,2367,92458 km,Rs 750000
Toyota Corolla g editions filter 2005,Toyota,Corolla,2005,Automatic,Estate,Octane,1500,55256 km,Rs 1020000
Mazda Axela super fresh 2009,Mazda,Axela,2009,Automatic,Estate,Octane,1500,68452 km,Rs 1035000
Toyota Axio Fielder 2010,Toyota,Axio,2010,Automatic,Estate,Octane,1500,55000 km,Rs 1365000
Nissan Note G PKG 2010,Nissan,Note,2010,Automatic,Estate,Octane,1500,53840 km,Rs 1175000
Toyota Vitz Key Start 2010,Toyota,Vitz,2010,Automatic,Estate,Octane,1000,60000 km,Rs 845000
Toyota Corolla Rumion G Addition 2011,Toyota,Corolla,2011,Automatic,Estate,Octane,1500,56000 km,Rs 1450000
Toyota Sienta Read Wine 7Seat 2011,Toyota,Sienta,2011,Automatic,Estate,Octane,1500,41000 km,Rs 1260000
Toyota Axio g edition 2012,Toyota,Axio,2012,Automatic,Estate,Octane,1500,32323 km,Rs 1395000
Toyota Fielder mica blue g pkg 2012,Toyota,Fielder,2012,Automatic,Estate,Octane,1500,52800 km,Rs 1361000
Toyota Fielder X Limited. 2012,Toyota,Fielder,2012,Automatic,Estate,Octane,1500,57369 km,Rs 1355000
Toyota Wish Model- 2013,Toyota,Wish,2013,Automatic,Estate,Octane,1800,37000 km,Rs 2780000
Toyota Fielder G Silver PUSH SENSOR 2014,Toyota,Fielder,2014,Automatic,Estate,Octane,1500,188393 km,Rs 1660000
Toyota Hiace Gl All Auto 2016,Toyota,Hiace,2016,Automatic,Estate,Octane,2000,65000 km,Rs 2370000
Nissan X-Trail Mood. premium 2016,Nissan,X-Trail,2016,Automatic,Estate,Octane,2000,42000 km,Rs 4500000
Toyota Starlet reflect 1995,Toyota,Starlet,1995,Automatic,Hatchback,Octane,1500,143220 km,Rs 450000
Maruti Suzuki Alto 800 A/C Ok 2002,Maruti Suzuki,Alto 800,2002,Manual,Hatchback,Octane,800,57000 km,Rs 180000
Toyota ist G Grade Oil Run 2004,Toyota,ist,2004,Automatic,Hatchback,Octane,1300,69000 km,Rs 720000
Toyota Passo super fresh 2004,Toyota,Passo,2004,Automatic,Hatchback,Octane,1000,684552 km,Rs 545000
Toyota RunX very nice condition 2004,Toyota,RunX,2004,Automatic,Hatchback,Octane,1500,80000 km,Rs 880000
Nissan Tiida Super Condition 2004,Nissan,Tiida,2004,Automatic,Hatchback,Octane,1500,65000 km,Rs 860000
Toyota Raum G-Edition 2006,Toyota,Raum,2006,Automatic,Hatchback,Octane,1500,58652 km,Rs 985000
Suzuki Swift Vxi 2007,Suzuki,Swift,2007,Manual,Hatchback,Octane,1300,56975 km,Rs 460000
Chevrolet Spark 1.0 2008,Chevrolet,Spark,2008,Manual,Hatchback,Octane,1000,45000 km,Rs 400000
Toyota Vitz RS Push Octane1.5 2009,Toyota,Vitz,2009,Automatic,Hatchback,Octane,1500,60000 km,Rs 880000
Toyota Vitz Push Start 2010,Toyota,Vitz,2010,Automatic,Hatchback,Octane,1000,56192 km,Rs 870000
Toyota Vitz Super Fresh Octane 2010,Toyota,Vitz,2010,Automatic,Hatchback,Octane,1300,51504 km,Rs 950000
Suzuki Alto Ex Japan 2011,Suzuki,Alto,2011,Automatic,Hatchback,Octane,660,23500 km,Rs 590000
Toyota Axio X Fielder 2011,Toyota,Axio,2011,Automatic,Hatchback,Octane,1500,47000 km,Rs 1370000
Toyota Ractis G Push Start 2011,Toyota,Ractis,2011,Automatic,Hatchback,Octane,1500,56000 km,Rs 1190000
Toyota Vitz G Edition 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1329,71000 km,Rs 1050000
Toyota Vitz G PKG 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1300,37850 km,Rs 1095000
Toyota Vitz Jewela 2011,Toyota,Vitz,2011,Automatic,Hatchback,Octane,1300,86000 km,Rs 925000
Toyota Vitz G 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1000,56248 km,Rs 985000
Toyota Vitz G 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1300,48500 km,Rs 985000
Toyota Vitz S 2012,Toyota,Vitz,2012,Automatic,Hatchback,Octane,1300,45000 km,Rs 1200000
Toyota Vitz 2009,Toyota,Vitz,2015,Automatic,Hatchback,Octane,1000,73000 km,Rs 699000
Suzuki Swift Limited Edition 2017,Suzuki,Swift,2017,Manual,Hatchback,Octane,1300,26000 km,Rs 850000
Toyota v6 1995,Toyota,Other Model,1995,Automatic,MPV,Octane,3500,112255 km,Rs 1200000
Mitsubishi Pajero Mini 1995,Mitsubishi,Pajero,1995,Manual,MPV,Octane,1100,73000 km,Rs 310000
Honda CR-V Red Colour 1998,Honda,CR-V,1998,Automatic,MPV,Octane,2000,78671 km,Rs 830000
Honda HR-V G 2002,Honda,HR-V,2002,Automatic,MPV,Octane,1590,68000 km,Rs 860000
Toyota Prado Land Cruiser 2004,Toyota,Prado,2004,Automatic,MPV,Octane,2700,125000 km,Rs 1850000
Toyota Alphard Sports Edition 2005,Toyota,Alphard,2005,Automatic,MPV,Octane,2400,45000 km,Rs 1995000
Toyota Noah S 2005,Toyota,Noah,2005,Automatic,MPV,Octane,2000,82310 km,Rs 1200000
Toyota Passo city 2009,Toyota,Passo,2009,Automatic,MPV,Octane,1500,68320 km,Rs 1275000
